tiempo;VA;VB;VC
0.0229;-75.7828;317.655;-241.283
0.0229125;-76.6955;317.956;-240.269
0.022925;-77.8623;318.037;-239.161
0.0229375;-79.189;317.836;-238.062
0.02295;-80.591;317.896;-236.595
0.0229625;-81.8048;317.655;-235.542
0.022975;-82.9997;317.655;-234.302
0.0229875;-84.4111;317.987;-233.163
0.023;-85.7567;318.147;-232.68
0.0230125;-87.0552;318.93;-231.432
0.023025;-87.9961;319.211;-230.644
0.0230375;-88.73;319.492;-229.294
0.02305;-89.7274;319.933;-227.797
0.0230625;-91.12;319.371;-227.181
0.023075;-92.8325;319.08;-226.299
0.0230875;-93.5947;319.151;-225.27
0.0231;-94.4885;319.622;-223.671
0.0231125;-95.8623;319.913;-222.758
0.023125;-97.0761;319.913;-221.838
0.0231375;-98.1582;320.606;-220.364
0.02315;-98.9298;320.847;-219.131
0.0231625;-100.539;320.807;-218.125
0.023175;-102.044;320.385;-217.485
0.0231875;-103.427;319.994;-216.284
0.0232;-104.143;320.134;-214.833
0.0232125;-105.112;320.024;-213.461
0.023225;-106.589;319.964;-212.603
0.0232375;-107.775;320.335;-211.674
0.02325;-109.468;320.786;-210.645
0.0232625;-110.635;320.556;-210.762
0.023275;-112.442;320.676;-209.49
0.0232875;-113.627;320.827;-208.219
0.0233;-114.493;320.606;-206.94
0.0233125;-115.678;320.716;-205.193
0.023325;-116.657;320.495;-203.89
0.0233375;-118.068;320.977;-202.556
0.02335;-119.48;321.168;-201.535
0.0233625;-121.155;321.188;-200.365
0.023375;-121.86;321.499;-199.031
0.0233875;-123.149;321.629;-196.886
0.0234;-124.401;321.75;-195.841
0.0234125;-125.869;321.75;-194.039
0.023425;-126.97;322.041;-192.643
0.0234375;-127.214;322.302;-191.114
0.02345;-128.851;322.904;-189
0.0234625;-130.507;322.212;-189.179
0.023475;-132.596;321.981;-188.813
0.0234875;-133.471;322.181;-187.892
0.0235;-134.177;322.994;-186.442
0.0235125;-135.532;323.777;-185.373
0.023525;-136.821;323.596;-185.084
0.0235375;-138.458;323.697;-184.187
0.02355;-139.324;323.034;-183.673
0.0235625;-140.717;322.884;-182.534
0.023575;-142.072;322.683;-181.536
0.0235875;-143.191;322.904;-180.522
0.0236;-144.207;323.396;-179.016
0.0236125;-145.054;323.336;-178.041
0.023625;-146.692;322.944;-177.16
0.0236375;-148.065;322.753;-176.52
0.02365;-149.608;322.834;-175.249
0.0236625;-150.484;322.743;-174.328
0.023675;-151.189;323.165;-172.254
0.0236875;-152.77;323.526;-170.647
0.0237;-154.021;323.055;-170.07
0.0237125;-155.612;322.874;-168.915
0.023725;-156.741;322.563;-167.964
0.0237375;-157.766;322.543;-166.31
0.02375;-158.952;323.095;-164.719
0.0237625;-159.959;323.285;-163.354
0.023775;-161.267;323.897;-161.973
0.0237875;-162.104;324.59;-160.936
0.0238;-162.782;325.483;-160.249
0.0238125;-164.033;325.925;-160.156
0.023825;-165.284;325.724;-160.421
0.0238375;-166.414;326.336;-158.456
0.02385;-167.317;326.748;-157.083
0.0238625;-168.267;326.366;-157.613
0.023875;-169.377;326.176;-158.105
0.0238875;-169.415;326.105;-158.838
0.0239;-169.566;326.868;-158.487
0.0239125;-169.848;327.681;-158.705
0.023925;-170.177;328.363;-159.321
0.0239375;-170.77;328.835;-159.189
0.02395;-170.742;328.674;-159.259
0.0239625;-171.579;328.353;-158.97
0.023975;-172.21;327.32;-159.22
0.0239875;-172.417;326.326;-159.407
0.024;-172.087;325.844;-158.635
0.0240125;-171.043;325.754;-158.276
0.024025;-171.081;325.935;-157.488
0.0240375;-171.146;326.226;-157.044
0.02405;-171.786;326.467;-156.467
0.0240625;-172.323;326.085;-155.648
0.024075;-172.464;325.915;-154.938
0.0240875;-173.583;326.386;-152.762
0.0241;-174.816;326.607;-150
0.0241125;-176.914;327.179;-145.118
0.024125;-179.436;327.159;-139.502
0.0241375;-182.607;326.477;-134.12
0.02415;-186.728;325.684;-128.66
0.0241625;-190.379;324.63;-124.487
0.024175;-194.039;324.409;-119.69
0.0241875;-196.937;324.379;-114.94
0.0242;-200.118;324.59;-110.065
0.0242125;-204.55;324.118;-105.369
0.024225;-208.953;323.034;-101.032
0.0242375;-213.771;321.87;-95.9079
0.02425;-218.193;319.833;-92.3277
0.0242625;-222.484;318.518;-89.6992
0.024275;-225.89;317.605;-87.4138
0.0242875;-228.082;317.113;-85.7212
0.0243;-230.482;316.883;-84.6994
0.0243125;-232.599;316.411;-85.1752
0.024325;-235.073;316.07;-85.7992
0.0243375;-236.861;315.658;-86.4934
0.02435;-238.357;315.227;-87.4996
0.0243625;-239.75;314.725;-88.7398
0.024375;-240.324;314.695;-90.3778
0.0243875;-240.456;314.906;-91.7271
0.0244;-239.731;315.438;-93.0375
0.0244125;-239.044;315.789;-94.5195
0.024425;-238.226;316.401;-96.2979
0.0244375;-237.238;317.445;-97.9515
0.02445;-235.901;318.729;-99.5037
0.0244625;-234.377;319.622;-100.775
0.024475;-232.966;320.566;-101.649
0.0244875;-231.63;321.921;-101.89
0.0245;-230.463;323.034;-101.508
0.0245125;-229.39;324.419;-101.017
0.024525;-228.176;324.921;-99.8157
0.0245375;-227.311;326.125;-98.6379
0.02455;-226.577;326.778;-96.8283
0.0245625;-226.153;327.48;-95.1357
0.024575;-226.172;328.133;-93.3261
0.0245875;-225.984;327.962;-91.072
0.0246;-226.69;328.484;-88.9894
0.0246125;-227.781;327.34;-86.6962
0.024625;-229.183;326.988;-84.169
0.0246375;-230.359;326.196;-80.5186
0.02465;-231.818;324.881;-77.8589
0.0246625;-234.057;324.168;-75.3629
0.024675;-235.864;323.024;-72.4223
0.0246875;-238.037;322.573;-69.7158
0.0247;-240.512;321.479;-67.1964
0.0247125;-243.401;320.526;-65.8548
0.024725;-246.176;319.843;-63.9048
0.0247375;-248.519;319.111;-62.0328
0.02475;-251.173;318.428;-60.2232
0.0247625;-253.864;317.374;-58.4059
0.024775;-256.593;316.27;-57.2671
0.0247875;-259.18;314.926;-55.7695
0.0248;-261.335;313.711;-54.5293
0.0248125;-263.367;313.079;-53.1799
0.024825;-265.183;312.557;-52.3765
0.0248375;-266.943;312.327;-51.9553
0.02485;-268.251;311.975;-51.5965
0.0248625;-269.333;311.644;-51.2767
0.024875;-270.349;311.193;-50.6839
0.0248875;-271.186;310.671;-50.5591
0.0249;-272.014;310.289;-50.0521
0.0249125;-271.892;310.229;-49.2019
0.024925;-271.732;310.59;-48.032
0.0249375;-271.572;310.239;-47.252
0.02495;-271.488;310.028;-46.7138
0.0249625;-271.488;309.617;-46.0196
0.024975;-271.111;309.165;-45.4892
0.0249875;-270.857;309.496;-44.3738
0.025;-270.547;309.657;-43.5392
0.0250125;-270.293;309.717;-42.5642
0.025025;-269.662;310.329;-40.7702
0.0250375;-269.267;310.59;-39.101
0.02505;-269.577;310.4;-37.9544
0.0250625;-269.615;310.229;-36.5271
0.025075;-269.643;310.289;-34.7097
0.0250875;-269.559;310.44;-32.8533
0.0251;-269.559;310.199;-30.9813
0.0251125;-270.123;309.938;-29.3745
0.025125;-270.716;309.085;-27.8847
0.0251375;-271.723;308.282;-26.5588
0.02515;-272.588;307.399;-24.874
0.0251625;-273.332;306.646;-22.9942
0.025175;-274.489;306.054;-21.208
0.0251875;-275.825;304.71;-19.6636
0.0252;-277.566;303.545;-18.3454
0.0252125;-279.1;302.351;-16.5982
0.025225;-280.473;301.649;-14.9447
0.0252375;-282.12;300.525;-13.7357
0.02525;-283.616;299.25;-12.6983
0.0252625;-284.877;298.357;-11.3411
0.025275;-285.997;297.123;-9.81231
0.0252875;-287.333;295.969;-8.60332
0.0253;-288.707;294.473;-7.40213
0.0253125;-289.902;293.409;-6.14634
0.025325;-290.908;292.687;-4.64096
0.0253375;-291.624;291.884;-3.04977
0.02535;-292.593;291.091;-1.86418
0.0253625;-293.778;289.706;-0.842392
0.025375;-294.202;288.362;0.265198
0.0253875;-294.456;287.85;1.82518
0.0254;-294.625;286.485;2.88597
0.0254125;-294.738;285.461;3.59577
0.025425;-295.19;285.471;5.13235
0.0254375;-295.274;285.23;6.22434
0.02545;-296.046;285.662;7.33193
0.0254625;-296.667;285.772;8.63452
0.025475;-297.504;286.003;9.59391
0.0254875;-298.238;285.943;10.8809
0.0255;-298.248;285.913;12.0431
0.0255125;-298.474;285.762;13.2287
0.025525;-298.125;284.799;14.0399
0.0255375;-298.172;284.137;14.8199
0.02555;-297.777;282.932;15.7949
0.0255625;-297.439;282.661;16.9648
0.025575;-297.523;282.36;18.322
0.0255875;-297.871;281.718;19.0786
0.0256;-298.793;281.266;20.2096
0.0256125;-298.982;280.614;21.5746
0.025625;-299.236;280.484;23.1658
0.0256375;-299.527;279.811;24.64
0.02565;-299.913;278.838;25.5058
0.0256625;-300.534;277.844;26.5432
0.025675;-300.826;276.67;27.5415
0.0256875;-301.052;275.586;28.6491
0.0257;-301.456;274.282;29.7489
0.0257125;-301.757;272.977;30.6069
0.025725;-302.341;271.964;31.8237
0.0257375;-303.037;270.739;32.7441
0.02575;-303.63;269.896;33.9375
0.0257625;-304.618;268.913;35.2557
0.025775;-305.305;267.739;36.1371
0.0257875;-306.359;266.916;37.5489
0.0258;-307.092;265.551;38.4068
0.0258125;-307.318;264.959;39.9278
0.025825;-307.572;264.638;41.7296
0.0258375;-307.648;263.764;42.5798
0.02585;-307.949;263.152;43.7966
0.0258625;-307.845;262.6;44.912
0.025875;-307.968;261.838;45.9806
0.0258875;-308.099;260.985;46.9244
0.0259;-308.316;260.583;47.8916
0.0259125;-308.56;259.976;48.977
0.025925;-308.56;259.548;49.8639
0.0259375;-308.776;258.945;50.9227
0.02595;-308.834;257.929;51.6738
0.0259625;-308.834;257.017;52.4793
0.025975;-308.903;255.946;53.3028
0.0259875;-309.001;254.684;53.7281
0.026;-308.952;253.454;54.5516
0.0260125;-308.844;252.582;55.4747
0.026025;-308.658;251.645;56.5426
0.0260375;-308.619;250.852;57.6285
0.02605;-308.452;249.963;58.6964
0.0260625;-308.384;249.233;59.8729
0.026075;-308.58;248.083;60.5788
0.0260875;-308.834;246.544;61.1036
0.0261;-309.001;245.227;61.8548
0.0261125;-308.717;244.227;63.0222
0.026125;-308.776;243.449;63.9181
0.0261375;-308.923;242.323;64.633
0.02615;-309.168;241.68;65.5923
0.0261625;-309.314;240.879;66.8954
0.026175;-309.226;240.419;68.4429
0.0261875;-309.638;239.57;69.7099
0.0262;-310.01;237.999;70.5244
0.0262125;-310.098;237.261;72.0266
0.026225;-310.147;236.491;73.6737
0.0262375;-310.48;235.452;74.4339
0.02625;-310.843;234.484;75.6646
0.0262625;-310.872;233.754;76.823
0.026275;-310.96;232.77;78.0356
0.0262875;-310.921;231.937;79.2212
0.0263;-311.136;231.231;80.3976
0.0263125;-311.558;230.144;81.3207
0.026325;-311.822;229.105;82.2257
0.0263375;-312.165;228.176;83.8275
0.02635;-312.292;226.978;84.9044
0.0263625;-312.469;225.939;86.298
0.026375;-312.42;225.13;87.6736
0.0263875;-312.302;224.027;88.7686
0.0264;-312.439;223.091;89.8003
0.0264125;-312.429;221.988;90.7143
0.026425;-312.635;221.163;91.7097
0.0264375;-312.714;220.107;92.5604
0.02645;-312.655;219.203;93.6735
0.0264625;-312.694;218.544;94.9133
0.026475;-312.851;217.418;95.6826
0.0264875;-313.301;216.196;96.4427
0.0265;-313.37;214.934;97.4925
0.0265125;-313.438;214.149;98.6509
0.026525;-313.673;213.268;99.7459
0.0265375;-313.752;212.427;100.226
0.02655;-313.997;211.642;101.131
0.0265625;-313.85;210.848;102.09
0.026575;-313.967;209.825;103.031
0.0265875;-314.555;208.349;103.71
0.0266;-314.771;207.088;104.515
0.0266125;-314.81;206.572;106.361
0.026625;-315.045;206.294;107.755
0.0266375;-315.417;205.786;109.239
0.02665;-315.789;205.763;110.732
0.0266625;-316.279;205.477;112.171
0.026675;-316.553;204.493;113.384
0.0266875;-316.632;203.351;114.37
0.0267;-316.524;201.875;115.628
0.0267125;-316.367;200.193;116.361
0.026725;-315.799;198.392;117.574
0.0267375;-315.055;196.702;119.067
0.02675;-314.702;194.861;120.099
0.0267625;-314.584;193.235;121.284
0.026775;-315.104;192.251;122.47
0.0267875;-315.623;191.386;123.719
0.0268;-316.426;191.005;125.212
0.0268125;-317.102;190.656;126.587
0.026825;-317.484;190.299;127.954
0.0268375;-317.611;189.767;129.293
0.02685;-317.317;188.657;130.37
0.0268625;-317.406;187.578;131.338
0.026875;-317.366;186.165;132.053
0.0268875;-317.602;184.571;132.75
0.0269;-317.817;183.396;133.8
0.0269125;-317.954;182.952;135.465
0.026925;-318.591;182.952;136.922
0.0269375;-319.169;182.793;137.963
0.02695;-319.482;182.857;139.293
0.0269625;-319.61;182.785;140.289
0.026975;-319.962;181.992;141.23
0.0269875;-320.236;180.834;141.791
0.027;-320.139;179.501;142.678
0.0270125;-319.825;178.287;143.845
0.027025;-319.512;177.192;144.623
0.0270375;-319.365;176.327;146.108
0.02705;-319.257;175.597;147.411
0.0270625;-319.551;174.534;148.497
0.027075;-319.903;173.55;149.384
0.0270875;-320.295;172.749;150.279
0.0271;-320.707;171.94;151.347
0.0271125;-320.873;170.924;152.18
0.027125;-320.971;169.758;153.338
0.0271375;-320.716;168.552;154.406
0.02715;-320.403;166.552;155.356
0.0271625;-319.943;163.41;155.999
0.027175;-319.326;160.173;156.84
0.0271875;-318.699;157.499;158.153
0.0272;-318.013;154.984;159.121
0.0272125;-317.406;152.707;160.343
0.027225;-316.602;150.93;161.926
0.0272375;-316.259;148.923;163.347
0.02725;-316.181;146.035;164.053
0.0272625;-315.682;142.766;164.524
0.027275;-314.79;139.822;165.809
0.0272875;-313.576;137.442;167.121
0.0273;-312.841;135.514;168.497
0.0273125;-312.41;134.054;169.827
0.027325;-312.116;132.951;171.311
0.0273375;-311.812;132.214;173.076
0.02735;-311.646;131.476;174.515
0.0273625;-312.008;130.793;175.736
0.027375;-311.812;130.508;176.94
0.0273875;-311.303;130.627;178.768
0.0274;-310.774;130.722;180.162
0.0274125;-310.656;130.468;181.184
0.027425;-310.931;130.151;182.107
0.0274375;-310.774;130.222;183.347
0.02745;-310.843;130.635;184.822
0.0274625;-311.146;130.944;185.483
0.027475;-311.558;131.444;186.686
0.0274875;-311.607;131.944;188.053
0.0275;-311.842;132.102;189.293
0.0275125;-312.518;131.634;189.917
0.027525;-312.909;131.008;190.379
0.0275375;-313.242;130.603;191.655
0.02755;-313.282;129.817;192.424
0.0275625;-313.85;128.818;193.166
0.027575;-314.438;127.39;193.573
0.0275875;-314.673;126.017;194.668
0.0276;-315.329;124.763;196.116
0.0276125;-315.662;122.962;196.261
0.027625;-316.064;121.415;197.365
0.0276375;-316.201;120.027;198.949
0.02765;-316.181;118.281;200.017
0.0276625;-316.465;116.203;201.094
0.027675;-316.495;114.164;202.171
0.0276875;-316.455;112.164;203.564
0.0277;-316.446;110.292;204.822
0.0277125;-316.485;108.522;206.207
0.027725;-316.475;106.745;207.7
0.0277375;-316.485;105.111;209.103
0.02775;-316.289;103.46;210.722
0.0277625;-316.191;101.961;212.062
0.027775;-316.122;100.453;213.428
0.0277875;-315.917;98.9698;215.03
0.0278;-315.75;97.4861;216.451
0.0278125;-315.662;96.0579;217.863
0.027825;-315.495;94.9392;219.383
0.0278375;-314.947;94.0982;221.256
0.02785;-314.869;93.1461;222.578
0.0278625;-314.966;91.9481;223.446
0.027875;-314.869;91.0912;224.623
0.0278875;-314.526;90.3057;225.826
0.0279;-314.379;89.2981;226.985
0.0279125;-314.633;88.1556;227.7
0.027925;-314.624;87.0924;228.641
0.0279375;-314.379;86.4101;230.053
0.02795;-313.948;85.5215;231.03
0.0279625;-313.879;84.3234;231.926
0.027975;-314.222;82.8874;232.351
0.0279875;-313.889;81.491;232.93
0.028;-313.713;80.7214;234.722
0.0280125;-313.664;79.4281;235.166
0.028025;-313.282;78.111;235.682
0.0280375;-313.125;77.1986;237.473
0.02805;-312.616;75.588;238.035
0.0280625;-312.567;73.9615;238.804
0.028075;-312.41;72.1922;239.528
0.0280875;-312.116;70.4388;240.197
0.0281;-311.881;68.9472;241.356
0.0281125;-311.274;67.3524;242.46
0.028125;-311.087;65.964;243.772
0.0281375;-310.529;64.5358;244.822
0.02815;-310.069;63.1474;246.107
0.0281625;-309.804;61.6002;246.939
0.028175;-309.314;59.8865;247.763
0.0281875;-308.942;58.3869;248.957
0.0282;-308.335;56.6732;249.89
0.0282125;-308.021;54.9594;251.057
0.028225;-307.248;53.5392;252.233
0.0282375;-306.425;52.1745;253.709
0.02825;-306.013;50.8416;254.795
0.0282625;-305.494;49.1913;255.211
0.028275;-305.024;47.8108;255.971
0.0282875;-303.937;46.5889;256.713
0.0283;-303.251;45.1846;257.654
0.0283125;-302.644;43.9628;258.297
0.028325;-301.948;42.8599;259.636
0.0283375;-301.311;42.1538;261.238
0.02835;-300.841;40.8843;262.17
0.0283625;-301.106;39.4641;263.229
0.028375;-301.027;38.1233;263.681
0.0283875;-300.978;36.8856;264.541
0.0284;-300.214;36.2588;265.772
0.0284125;-300.018;35.0369;266.432
0.028425;-300.067;33.6326;266.251
0.0284375;-299.685;32.4187;266.867
0.02845;-299.401;31.292;267.537
0.0284625;-298.5;30.0622;268.089
0.028475;-298.353;28.7452;269.238
0.0284875;-297.824;27.2139;269.681
0.0285;-297.491;25.9683;270.749
0.0285125;-296.982;24.8972;271.708
0.028525;-296.443;23.6039;272.496
0.0285375;-296.453;22.3662;273.174
0.02855;-295.855;20.9857;273.546
0.0285625;-295.424;19.9304;274.26
0.028575;-294.504;18.653;274.595
0.0285875;-293.867;17.3677;275.256
0.0286;-293.446;15.8523;275.708
0.0286125;-292.956;14.2496;276.197
0.028625;-292.574;12.8532;277.039
0.0286375;-291.692;11.3775;277.935
0.02865;-291.222;10.1318;279.084
0.0286625;-290.468;8.63228;279.446
0.028675;-289.665;7.44217;280.197
0.0286875;-288.607;6.41074;280.975
0.0287;-287.529;5.13335;281.591
0.0287125;-286.922;4.06225;282.079
0.028725;-286.109;2.73726;282.45
0.0287375;-285.423;1.7693;283.084
0.02875;-284.453;0.706133;283.6
0.0287625;-283.552;-0.412572;284.405
0.028775;-282.788;-1.49161;285.002
0.0287875;-282.181;-2.99115;285.265
0.0288;-281.387;-4.213;285.726
0.0288125;-280.711;-5.55386;286.478
0.028825;-279.918;-6.64083;286.93
0.0288375;-279.105;-7.63259;287.726
0.02885;-278.517;-8.85444;287.853
0.0288625;-277.401;-9.98901;288.333
0.028875;-276.617;-10.949;289.274
0.0288875;-276.156;-12.3137;289.274
0.0289;-276.137;-13.837;289.6
0.0289125;-275.559;-14.9002;290.116
0.028925;-274.687;-15.765;291.446
0.0289375;-274.05;-16.8361;292.215
0.02895;-273.463;-18.0976;292.613
0.0289625;-273.012;-19.3433;292.867
0.028975;-271.984;-20.5255;292.93
0.0289875;-271.131;-21.5728;293.6
0.029;-270.22;-22.7867;293.754
0.0290125;-269.848;-24.1196;293.935
0.029025;-269.368;-25.5239;294.088
0.0290375;-268.526;-26.7141;294.776
0.02905;-268.134;-27.928;295.355
0.0290625;-267.713;-29.3958;295.319
0.029075;-267.527;-30.7446;295.554
0.0290875;-266.684;-31.9426;295.654
0.0291;-265.479;-32.8471;296.532
0.0291125;-264.229;-33.7692;297.074
0.029125;-263.229;-34.9502;297.026
0.0291375;-262.334;-36.1681;297.278
0.02915;-261.02;-37.3122;297.336
0.0291625;-259.859;-38.3272;297.958
0.029175;-259.004;-39.5358;298.346
0.0291875;-258.568;-40.9383;298.307
0.0292;-257.98;-42.1285;298.696
0.0292125;-256.956;-43.0604;299.492
0.029225;-255.948;-43.9092;300.424
0.0292375;-255.496;-45.201;300.512
0.02925;-254.827;-46.6403;300.085
0.0292625;-253.335;-47.4891;300.91
0.029275;-251.738;-48.3195;301.833
0.0292875;-250.642;-49.6943;301.92
0.0293;-250.166;-51.1152;301.774
0.0293125;-249.053;-52.2962;302.036
0.029325;-247.98;-53.2188;303.017
0.0293375;-247.271;-54.4091;303.396
0.02935;-246.924;-55.9407;303.435
0.0293625;-246.569;-57.0663;303.59
0.029375;-245.134;-58.0905;304.163
0.0293875;-243.997;-59.0869;304.785
0.0294;-242.868;-60.4156;304.717
0.0294125;-242.142;-61.8734;304.6
0.029425;-241.118;-63.2112;304.212
0.0294375;-239.691;-64.4014;304.581
0.02945;-238.772;-65.6378;305.028
0.0294625;-237.893;-67.0218;304.833
0.029475;-237.417;-68.1474;305.144
0.0294875;-236.377;-69.3469;305.154
0.0295;-235.385;-70.2695;305.775
0.0295125;-234.562;-71.6074;306.057
0.029525;-233.756;-72.9452;305.727
0.0295375;-232.853;-74.0986;306.086
0.02955;-231.361;-75.3534;306.164
0.0295625;-230.119;-76.4698;306.756
0.029575;-229.063;-78.0014;306.669
0.0295875;-228.482;-79.5238;306.232
0.0296;-227.676;-80.8616;306.028
0.0296125;-226.127;-81.812;306.203
0.029625;-225.071;-82.4671;307.455
0.0296375;-224.474;-83.7865;307.077
0.02965;-223.676;-85.152;306.659
0.0296625;-222.249;-85.7978;307.708
0.029675;-220.483;-86.6651;308.66
0.0296875;-219.539;-87.9292;308.961
0.0297;-219.128;-89.7099;308.31
0.0297125;-218.12;-91.14;308.223
0.029725;-216.652;-91.9889;308.776
0.0297375;-215.459;-93.1699;308.805
0.02975;-214.967;-94.2678;308.931
0.0297625;-214.136;-95.3473;309.31
0.029775;-212.967;-96.1039;310.272
0.0297875;-211.975;-97.3311;311
0.0298;-211.209;-99.1302;310.543
0.0298125;-210.774;-100.754;310.106
0.029825;-209.661;-102.24;309.388
0.0298375;-208.185;-103.245;309.097
0.02985;-206.766;-104.445;308.592
0.0298625;-205.363;-105.432;308.048
0.029875;-204.363;-106.262;308.067
0.0298875;-203.137;-107.13;307.892
0.0299;-202.057;-107.951;308.98
0.0299125;-201.291;-109.058;309.757
0.029925;-200.686;-110.553;310.029
0.0299375;-200.275;-111.983;310.291
0.02995;-198.944;-113.182;310.281
0.0299625;-197.581;-114.151;311.019
0.029975;-196.476;-115.129;310.883
0.0299875;-195.348;-116.402;310.563
0.03;-194.283;-117.343;310.33
0.0300125;-192.469;-118.22;310.34
0.030025;-191.566;-118.967;311.573
0.0300375;-191.493;-120.564;311.01
0.03005;-191.082;-122.197;310.32
0.0300625;-189.953;-122.852;311.437
0.030075;-188.372;-123.701;312.282
0.0300875;-187.671;-124.771;312.69
0.0301;-187.001;-126.321;312.398
0.0301125;-185.824;-127.364;312.515
0.030125;-184.227;-128.157;313.01
0.0301375;-182.832;-129.283;313
0.03015;-182.026;-130.399;312.583
0.0301625;-181.413;-131.912;312.097
0.030175;-180.542;-132.927;312.233
0.0301875;-179.421;-133.868;312.554
0.0302;-178.679;-135.04;312.534
0.0302125;-178.236;-136.323;312.292
0.030225;-177.615;-137.587;312.437
0.0302375;-176.655;-138.638;312.709
0.03025;-175.446;-139.699;313.418
0.0302625;-174.188;-140.788;313.661
0.030275;-173.349;-142.255;313.263
0.0302875;-172.704;-143.676;312.981
0.0303;-171.761;-144.636;313.175
0.0303125;-170.833;-145.401;314.001
0.030325;-170.1;-146.269;314.224
0.0303375;-169.438;-147.302;314.632
0.03035;-168.575;-148.363;315.049
0.0303625;-167.592;-149.194;316.157
0.030375;-166.785;-150.504;317.001
0.0303875;-166.455;-152.275;316.885
0.0304;-166.148;-154.074;316.875
0.0304125;-164.818;-155.338;317.099
0.030425;-163.487;-156.003;318.206
0.0304375;-162.536;-157.387;317.545
0.03045;-161.503;-158.872;316.069
0.0304625;-159.689;-159.703;315.069
0.030475;-157.254;-160.422;313.797
0.0304875;-155.262;-161.17;312.554
0.0305;-153.407;-162.314;310.893
0.0305125;-151.319;-163.495;309.805
0.030525;-148.714;-164.196;309.33
0.0305375;-146.029;-164.98;309.097
0.03055;-143.9;-165.884;308.66
0.0305625;-141.844;-166.964;307.921
0.030575;-139.481;-168.191;307.339
0.0305875;-137.03;-168.837;306.999
0.0306;-134.554;-169.769;306.368
0.0306125;-132.272;-170.627;305.979
0.030625;-130.207;-171.374;305.902
0.0306375;-128.006;-173.321;305.921
0.03065;-125.877;-174.502;306.659
0.0306625;-124.345;-175.6;307.038
0.030675;-123.208;-177.685;307.018
0.0306875;-122.015;-179.235;307.213
0.0307;-120.676;-180.619;307.853
0.0307125;-119.531;-182.031;308.203
0.030725;-118.612;-183.572;308.407
0.0307375;-117.749;-185.242;308.786
0.03075;-116.741;-186.792;309.349
0.0307625;-115.975;-188.406;310.34
0.030775;-115.773;-190.215;310.903
0.0307875;-115.628;-192.171;311.126
0.0308;-115.483;-193.952;311.689
0.0308125;-114.999;-195.493;312.02
0.030825;-114.668;-196.96;312.631
0.0308375;-114.757;-198.371;313.272
0.03085;-114.418;-199.663;313.078
0.0308625;-114.104;-200.862;313.69
0.030875;-113.402;-202.043;313.942
0.0308875;-112.919;-203.169;314.428
0.0309;-112.798;-204.322;314.748
0.0309125;-112.08;-205.817;314.603
0.030925;-111.33;-206.943;315.331
0.0309375;-110.354;-208.041;315.36
0.03095;-109.87;-209.157;315.36
0.0309625;-109.411;-210.292;314.972
0.030975;-108.451;-211.574;314.797
0.0309875;-107.153;-212.331;314.933
0.031;-105.863;-213.364;314.758
0.0310125;-104.613;-214.564;314.515
0.031025;-103.363;-215.496;314.311
0.0310375;-101.976;-217.258;314.331
0.03105;-100.113;-218.679;314.409
0.0310625;-98.8229;-219.306;314.923
0.031075;-97.2827;-221.078;314.671
0.0310875;-95.8392;-222.526;314.991
0.0311;-94.0571;-223.837;315.642
0.0311125;-92.0976;-225.091;315.855
0.031125;-90.7429;-226.54;315.535
0.0311375;-89.0252;-228.145;314.564
0.03115;-87.1141;-229.114;314.651
0.0311625;-84.8643;-229.852;314.379
0.031175;-83.2515;-230.913;314.438
0.0311875;-81.671;-232.242;314.01
0.0312;-79.8324;-233.266;314.166
0.0312125;-78.3083;-234.226;314.409
0.031225;-76.873;-235.167;313.787
0.0312375;-75.7682;-236.265;313.777
0.03125;-74.6473;-237.206;313.059
0.0312625;-73.0507;-238.156;313.02
0.031275;-71.2283;-238.673;313.078
0.0312875;-69.7042;-239.236;313.253
0.0313;-68.6317;-240.158;312.864
0.0313125;-67.6398;-241.542;312.233
0.031325;-66.4383;-242.852;311.845
0.0313375;-65.2529;-244.033;311.922
0.03135;-64.0514;-244.928;311.981
0.0313625;-63.1805;-245.777;311.981
0.031375;-62.0596;-246.718;311.854
0.0313875;-60.8178;-247.604;311.66
0.0314;-60.1082;-248.822;311.437
0.0314125;-59.1082;-250.298;310.65
0.031425;-58.0358;-251.313;311.029
0.0314375;-56.9955;-252.559;310.602
0.03145;-55.5924;-254.201;310.126
0.0314625;-54.7376;-254.736;310.165
0.031475;-53.5764;-256.305;309.368
0.0314875;-52.8184;-257.384;308.592
0.0315;-51.7217;-258.325;308.562
0.0315125;-50.2864;-259.174;308.077
0.031525;-49.5767;-260.226;307.582
0.0315375;-48.1817;-261.758;306.698
0.03155;-47.2221;-262.385;306.377
0.0315625;-45.4642;-263.437;306.552
0.031575;-44.0933;-263.695;305.872
0.0315875;-42.8515;-264.692;306.076
0.0316;-41.1419;-265.144;305.61
0.0316125;-40.1501;-265.697;305.533
0.031625;-38.5937;-266.528;304.484
0.0316375;-37.3438;-266.445;303.804
0.03165;-36.0375;-267.091;303.493
0.0316625;-34.7553;-267.469;301.765
0.031675;-33.32;-268.558;301.823
0.0316875;-31.8362;-269.48;301.59
0.0317;-30.3041;-271.012;302.007
0.0317125;-29.0138;-273.097;302.58
0.031725;-27.9091;-275.118;302.736
0.0317375;-26.3689;-276.889;303.707
0.03175;-25.119;-277.148;304.047
0.0317625;-23.7078;-277.904;303.998
0.031775;-22.8772;-278.412;302.794
0.0317875;-21.8692;-279.021;301.318
