tiempo;Voltage_L1;Voltage_L2;Voltage_L3;Voltage_N;Current_L1;Current_L2;Current_L3;Current_N
0;196.386;115.237;-311.592;-196.365;112.896;2.99135;-107.816;-0.164617
0.0000125;195.76;116.719;-311.707;-195.439;112.328;3.63773;-108.003;-0.0823086
0.000025;194.859;118.201;-311.871;-194.786;111.69;4.23525;-108.151;0.0828328
0.0000375;193.645;119.531;-312.342;-193.606;111.092;4.78015;-108.255;0.184015
0.00005;192.295;120.668;-312.361;-191.519;110.532;5.3213;-108.372;0.266323
0.0000625;190.797;121.788;-312.361;-189.92;110.019;5.85494;-108.449;0.32137
0.000075;189.515;123.129;-311.746;-188.974;109.559;6.38105;-108.583;0.386378
0.0000875;188.331;124.538;-310.688;-187.668;109.162;6.87335;-108.96;0.612858
0.0001;187.146;125.79;-309.63;-186.108;108.792;7.37316;-109.492;1.01444
0.0001125;185.619;126.764;-309.322;-184.811;108.508;7.88425;-110.094;1.43857
0.000125;184.533;127.628;-309.601;-184.138;108.215;8.43291;-110.695;1.76465
0.0001375;183.476;128.89;-309.524;-183.29;107.901;8.99285;-111.289;2.16309
0.00015;182.536;129.911;-310.524;-182.841;107.569;9.534;-111.808;2.44514
0.0001625;181.685;131.021;-311.495;-181.808;107.16;10.0977;-112.153;2.56467
0.000175;180.657;132.346;-312.294;-180.618;106.768;10.6276;-112.34;2.68735
0.0001875;180.187;133.677;-313.024;-179.994;106.2;11.1236;-112.423;2.7209
0.0002;179.375;135.358;-312.649;-178.015;105.605;11.5896;-112.496;2.90806
0.0002125;178.396;136.552;-312.621;-177.03;105.011;12.0368;-112.592;3.22419
0.000225;177.251;137.583;-312.765;-176.591;104.357;12.4803;-112.696;3.44385
0.0002375;176.105;138.741;-312.351;-175.255;103.767;12.9387;-112.876;3.73062
0.00025;175.362;139.778;-312.274;-174.388;103.082;13.4423;-113.069;4.11438
0.0002625;174.285;140.726;-312.765;-173.744;102.414;13.9647;-113.183;4.39433
0.000275;173.365;141.49;-313.697;-173.149;101.687;14.5697;-113.246;4.5254
0.0002875;172.758;142.574;-314.457;-172.34;100.834;15.171;-113.159;4.64493
0.0003;172.337;143.946;-315.072;-171.814;99.9167;15.7347;-112.955;4.77704
0.0003125;171.896;145.187;-315.612;-171.045;98.8365;16.318;-112.678;4.87724
0.000325;171.209;146.529;-315.921;-170.314;97.6752;16.8686;-112.286;5.10609
0.0003375;170.443;147.496;-316.423;-170.387;96.4143;17.4465;-111.867;5.29538
0.00035;169.62;148.472;-316.317;-169.484;95.1354;18.0608;-111.466;5.44181
0.0003625;168.869;149.36;-316.095;-168.174;93.7871;18.7434;-111.101;5.70833
0.000375;167.946;150.04;-315.989;-167.057;92.3724;19.4897;-110.76;5.94376
0.0003875;166.886;150.968;-315.912;-166.128;90.991;20.286;-110.422;6.19567
0.0004;166.115;152.063;-315.892;-165.84;89.528;21.137;-110.176;6.45465
0.0004125;165.496;153.67;-315.284;-165.057;88.0018;21.9333;-109.985;6.89397
0.000425;164.641;155.258;-314.946;-164.692;86.4242;22.6841;-109.807;7.54706
0.0004375;162.999;156.472;-314.743;-164.05;84.913;23.3849;-109.771;8.14271
0.00045;161.126;157.557;-313.913;-161.529;83.5406;24.0948;-109.871;8.75625
0.0004625;159.033;158.425;-313.082;-158.856;82.2858;24.8866;-110.067;9.38957
0.000475;156.641;158.81;-312.541;-156.721;81.2783;25.8012;-110.349;9.78745
0.0004875;154.411;159.618;-311.537;-154.508;80.4669;26.7477;-110.828;10.0657
0.0005;152.182;160.832;-310.291;-152.039;79.8516;27.6988;-111.548;10.4066
0.0005125;149.989;161.996;-309.229;-149.455;79.4112;28.7044;-112.423;10.7221
0.000525;147.702;163.199;-308.215;-147.09;79.1548;29.6646;-113.462;11.0338
0.0005375;145.262;164.323;-307.307;-144.845;79.1156;30.6384;-114.655;11.3484
0.00055;142.471;165.29;-306.892;-142.726;79.3388;31.6167;-116.004;11.4779
0.0005625;139.911;166.138;-306.66;-140.127;79.7973;32.6269;-117.408;11.3691
0.000575;137.44;167.312;-306.081;-137.068;80.4881;33.6735;-118.875;11.1883
0.0005875;135.174;168.407;-306.207;-134.745;81.3537;34.6883;-120.401;10.8365
0.0006;133.102;169.63;-306.1;-132.15;82.2979;35.7076;-121.914;10.3214
0.0006125;130.956;170.932;-306.149;-130.161;83.4561;36.6905;-123.422;9.77521
0.000625;129.43;172.027;-306.815;-128.82;84.6385;37.6871;-124.839;9.02747
0.0006375;127.893;173.438;-306.409;-126.628;85.833;38.6563;-126.288;8.29339
0.00065;126.387;174.888;-306.738;-125.155;87.118;39.5391;-127.705;7.58709
0.0006625;124.761;176.111;-307.24;-123.929;88.421;40.4538;-128.986;6.70374
0.000675;123.239;177.521;-307.587;-122.478;89.7723;41.3456;-130.257;5.78649
0.0006875;122.216;179.169;-308.157;-121.225;91.0694;42.1238;-131.423;4.88242
0.0007;121.131;180.56;-308.486;-119.972;92.3543;42.8974;-132.499;3.95058
0.0007125;120.328;182.305;-309.123;-118.897;93.5458;43.5936;-133.469;3.06582
0.000725;119.552;184.268;-309.615;-118.333;94.6468;44.1669;-134.285;2.30301
0.0007375;119.163;185.876;-310.233;-118.923;95.615;44.6993;-135;1.60048
0.00075;119.132;187.543;-310.658;-119.111;96.3751;45.1817;-135.661;1.01566
0.0007625;119.148;189.269;-310.852;-118.646;96.9724;45.5457;-136.312;0.635671
0.000775;119.048;190.887;-311.286;-118.182;97.2861;45.8779;-136.818;0.454858
0.0007875;118.382;192.248;-311.836;-117.519;97.5032;46.2374;-137.151;0.338554
0.0008;117.988;193.245;-312.406;-117.633;97.6179;46.5696;-137.511;0.182697
0.0008125;117.883;195.01;-312.493;-117.231;97.5093;46.8699;-137.843;0.148323
0.000825;117.569;196.983;-312.57;-116.652;97.2649;47.0838;-138.017;0.42896
0.0008375;117.159;197.831;-313.411;-117.19;96.8577;47.3295;-138.039;0.698296
0.00085;116.892;198.976;-313.642;-116.918;96.2997;47.5889;-138.135;0.909245
0.0008625;116.734;200.573;-313.662;-116.25;95.5607;47.7618;-138.222;1.38718
0.000875;116.504;201.826;-314.067;-116.323;94.6317;48.0166;-138.076;1.97246
0.0008875;115.769;202.891;-314.299;-115.754;93.6061;48.276;-137.939;2.53138
0.0009;114.893;203.7;-314.82;-114.909;92.5112;48.5718;-137.839;3.04745
0.0009125;114.174;204.667;-314.917;-114.037;91.3348;48.9404;-137.625;3.55693
0.000925;113.435;205.939;-314.531;-112.977;90.074;49.3226;-137.392;4.17189
0.0009375;112.569;206.896;-314.424;-112.252;88.7347;49.7458;-137.228;4.83487
0.00095;111.221;207.676;-314.695;-111.542;87.4136;50.2145;-137.055;5.41874
0.0009625;110.245;208.613;-314.859;-110.832;86.0472;50.7697;-136.836;5.94847
0.000975;109.306;209.806;-314.618;-109.313;84.5903;51.3066;-136.704;6.5055
0.0009875;107.926;211.029;-314.618;-107.601;83.1696;51.8709;-136.531;7.06913
0.001;106.342;211.986;-315.014;-106.713;81.8032;52.4807;-136.212;7.55036
0.0010125;104.947;213.18;-315.332;-105.873;80.4519;53.0449;-135.952;7.87855
0.001025;103.908;214.748;-315.004;-104.014;79.0885;53.5773;-135.77;8.26278
0.0010375;102.423;216.346;-314.569;-101.728;77.7643;54.0915;-135.511;8.80663
0.00105;100.608;217.697;-314.907;-100.418;76.5276;54.5648;-135.182;9.27562
0.0010625;98.494;218.782;-315.487;-98.977;75.3965;54.988;-134.863;9.50399
0.001075;96.81;220.055;-315.477;-97.0195;74.3347;55.4157;-134.549;9.64101
0.0010875;95.2362;221.643;-315.381;-94.8636;73.3665;55.7752;-134.18;9.80864
0.0011;93.2217;222.846;-315.448;-92.9896;72.5309;56.1301;-133.765;9.86609
0.0011125;91.3856;224.099;-315.699;-91.5907;71.7829;56.4714;-133.374;9.80581
0.001125;89.859;225.766;-315.342;-90.1813;71.1042;56.7172;-133.032;9.75967
0.0011375;88.5528;227.433;-314.927;-88.6622;70.4346;56.931;-132.704;9.83925
0.00115;86.7901;228.597;-315.158;-86.9657;69.8434;57.0857;-132.307;9.85149
0.0011625;84.912;229.327;-315.255;-85.097;69.3547;57.2905;-131.988;9.67444
0.001175;83.055;230.56;-315.245;-82.6696;68.9626;57.4998;-131.637;9.43571
0.0011875;81.5126;231.665;-314.724;-81.0932;68.6187;57.7137;-131.282;9.19416
0.0012;80.07;232.957;-314.415;-79.9813;68.3081;57.9412;-131.018;8.93895
0.0012125;78.5591;234.308;-314.096;-78.4362;68.0879;58.096;-130.795;8.68845
0.001225;76.8332;235.462;-314.019;-76.5257;67.8948;58.2416;-130.571;8.46243
0.0012375;75.1125;236.212;-314.067;-75.1162;67.7742;58.4782;-130.252;8.12435
0.00125;73.8115;236.754;-314.009;-73.9156;67.6626;58.7831;-130.029;7.61393
0.0012625;72.3636;237.899;-313.613;-71.9686;67.5811;59.047;-129.924;7.12328
0.001275;71.2252;239.072;-313.314;-70.841;67.5087;59.361;-129.687;6.7028
0.0012875;70.0501;240.276;-312.725;-69.9067;67.4032;59.7114;-129.496;6.33411
0.0013;69.0009;241.499;-312.252;-68.9462;67.2765;59.989;-129.523;6.06383
0.0013125;67.9989;242.357;-312.068;-68.0744;67.1015;60.3211;-129.487;5.81804
0.001325;66.7818;243.403;-311.634;-66.5397;66.9145;60.6852;-129.482;5.61557
0.0013375;65.528;244.192;-311.875;-65.1878;66.7185;61.0538;-129.437;5.37354
0.00135;64.4316;244.922;-311.836;-64.6135;66.4892;61.5407;-129.355;5.02227
0.0013625;63.7234;246.313;-311.74;-64.0602;66.1846;61.9548;-129.3;4.77224
0.001375;63.0571;247.309;-311.537;-63.0528;65.7683;62.3734;-129.254;4.58578
0.0013875;61.8558;248.798;-311.421;-60.9647;65.334;62.7556;-129.159;4.45158
0.0014;60.5495;249.351;-311.46;-60.4166;64.8966;63.2289;-128.904;4.37153
0.0014125;59.579;249.883;-312.01;-60.4427;64.3778;63.784;-128.712;4.00944
0.001425;58.9338;251.225;-310.987;-58.621;63.8107;64.2527;-128.685;3.77353
0.0014375;58.2465;252.497;-309.876;-57.4099;63.1381;64.7943;-128.662;3.91338
0.00145;56.7304;253.346;-309.924;-56.6948;62.4714;65.3767;-128.507;3.99343
0.0014625;55.5134;253.513;-309.857;-56.2458;61.8169;66.0274;-128.521;3.91291
0.001475;54.4799;254.283;-309.529;-54.7842;61.1171;66.6964;-128.667;3.80273
0.0014875;53.693;255.19;-308.795;-53.2913;60.3751;67.4654;-128.685;3.82862
0.0015;52.5966;256.384;-308.737;-52.4822;59.5667;68.2299;-128.671;3.87995
0.0015125;51.3113;257.271;-308.534;-51.9498;58.7975;68.9579;-128.812;3.88795
0.001525;50.2778;258.504;-308.785;-51.0154;57.9952;69.6633;-128.835;3.89454
0.0015375;49.0398;259.432;-308.466;-49.1362;57.1778;70.3959;-128.794;3.9082
0.00155;47.8437;260.596;-308.495;-47.6589;56.3664;71.0967;-128.776;3.9049
0.0015625;46.4587;261.878;-308.35;-46.4478;55.5731;71.7064;-128.712;3.87477
0.001575;45.3781;263.21;-307.462;-45.2211;54.7979;72.339;-128.735;4.01273
0.0015875;44.0193;264.768;-306.892;-43.8326;54.0498;72.8167;-128.781;4.25852
0.0016;42.6711;265.399;-306.371;-42.726;53.3319;73.3674;-128.926;4.46524
0.0016125;40.8298;266.583;-306.178;-40.7006;52.7196;73.877;-129.068;4.64934
0.001625;39.2612;267.461;-305.569;-39.1607;52.1676;74.3548;-129.254;4.8198
0.0016375;37.7976;268.457;-305.618;-37.9862;51.685;74.8827;-129.346;4.9361
0.00165;35.9037;268.852;-305.569;-36.3993;51.2959;75.4105;-129.473;4.85606
0.0016625;34.7286;269.591;-305.511;-34.9533;50.8917;76.0157;-129.66;4.65829
0.001675;33.4224;271.239;-304.304;-33.1942;50.5569;76.4935;-129.824;4.63239
0.0016875;32.5725;272.639;-303.281;-32.7192;50.1557;76.9622;-130.116;4.83958
0.0017;31.24;273.863;-302.817;-31.7796;49.7968;77.349;-130.416;5.12916
0.0017125;29.5298;274.277;-302.025;-30.0726;49.5434;77.7176;-130.954;5.35329
0.001725;28.1187;274.948;-301.774;-27.8436;49.2961;78.2;-131.391;5.51668
0.0017375;26.4609;275.727;-300.538;-25.8757;49.1211;78.6914;-131.87;5.74176
0.00175;25.3697;276.703;-300.326;-25.385;48.9854;79.151;-132.471;5.93811
0.0017625;24.0635;277.404;-299.485;-24.3619;48.8949;79.6334;-133.045;6.16695
0.001775;22.773;278.242;-299.09;-22.869;48.7712;80.0884;-133.779;6.38685
0.0017875;21.6923;279.278;-298.269;-20.7862;48.6506;80.5389;-134.417;6.6882
0.0018;19.9454;279.939;-297.554;-19.9979;48.6264;81.0486;-135.087;7.09268
0.0018125;18.8647;280.018;-298.491;-20.2589;48.5601;81.5719;-135.716;7.12658
0.001825;17.8312;280.708;-297.206;-17.8525;48.4636;82.1134;-136.504;7.18873
0.0018375;16.3046;281.586;-297.332;-15.7019;48.4394;82.6594;-137.105;7.36107
0.00185;14.8987;281.191;-297.728;-14.945;48.4032;83.4057;-137.42;7.1699
0.0018625;13.5767;281.764;-297.622;-14.0158;48.3761;84.1474;-137.907;6.85206
0.001875;12.9786;282.247;-297.438;-12.9457;48.3127;84.871;-138.313;6.55165
0.0018875;11.8927;282.908;-296.714;-11.1134;48.174;85.6764;-138.673;6.28843
0.0019;10.4973;283.352;-297.11;-10.0486;48.0775;86.4864;-138.905;5.90185
0.0019125;9.30119;283.677;-296.965;-9.54744;47.987;87.3601;-139.092;5.38531
0.001925;8.41461;284.407;-296.637;-9.09851;47.8362;88.1837;-139.32;4.90361
0.0019375;7.84804;284.802;-295.903;-8.16413;47.5707;89.0665;-139.543;4.40402
0.00195;6.75163;285.472;-294.667;-6.60334;47.2661;90.013;-139.816;4.05558
0.0019625;5.79685;285.729;-294.029;-5.65329;46.9373;90.9959;-140.158;3.79001
0.001975;4.75814;286.212;-293.122;-4.76589;46.5663;92.0198;-140.573;3.51079
0.0019875;3.86632;286.636;-292.011;-3.93068;46.1681;93.0846;-141.106;3.30361
0.002;3.01121;287.623;-292.011;-3.00674;45.7157;94.1221;-141.566;3.15104
0.0020125;1.97775;288.866;-291.973;-2.06191;45.2481;95.0185;-141.935;3.01402
0.002025;1.02297;290.671;-292.146;-1.27369;44.7746;95.7557;-142.19;2.94951
0.0020375;0.0891823;292.584;-292.562;-0.746464;44.2739;96.2608;-142.19;2.96411
0.00205;-0.718704;294.074;-292.475;0.0156601;43.74;96.6112;-142.149;3.03851
0.0020625;-1.57381;295.642;-291.992;1.27369;43.1729;96.7978;-142.026;3.26452
0.002075;-2.45514;296.658;-290.698;2.81882;42.5606;96.9161;-141.953;3.68077
0.0020875;-3.84533;297.329;-289.52;4.0664;42.0026;97.0435;-141.949;4.25711
0.0021;-5.08864;296.737;-288.255;4.65105;41.4385;97.271;-142.127;4.71291
0.0021125;-6.44736;296.264;-287.048;6.15964;40.8895;97.7124;-142.468;5.08019
0.002125;-7.67492;295.909;-285.927;7.60559;40.3405;98.3222;-142.878;5.41921
0.0021375;-8.72937;296.185;-284.981;8.45645;39.7493;99.0093;-143.366;5.71068
0.00215;-9.94645;296.885;-284.798;8.97323;39.2336;99.6737;-143.808;6.00026
0.0021625;-10.9642;297.368;-284.884;9.95982;38.6635;100.288;-144.209;6.1613
0.002175;-12.2337;298.296;-284.672;12.1261;38.1145;100.843;-144.464;6.31151
0.0021875;-13.4351;298.966;-284.295;14.4021;37.5927;101.394;-144.583;6.46218
0.0022;-15.2239;299.805;-284.083;15.4409;37.1734;101.885;-144.569;6.57048
0.0022125;-16.1577;300.367;-283.581;15.0755;36.7843;102.281;-144.747;6.54364
0.002225;-16.9656;301.906;-281.872;16.8607;36.3228;102.591;-145.011;6.79744
0.0022375;-18.4555;302.853;-280.713;18.6146;35.9669;102.836;-145.184;7.36295
0.00225;-19.746;302.705;-280.858;19.121;35.5898;103.146;-145.389;7.60263
0.0022625;-21.2149;303.011;-280.211;20.212;35.2731;103.478;-145.621;7.78203
0.002275;-21.6713;303.316;-279.699;21.2194;34.8568;103.815;-145.918;8.01322
0.0022875;-22.8517;303.888;-279.235;23.0412;34.3984;104.215;-146.045;8.20534
0.0023;-24.1737;304.096;-279.544;24.0069;33.9972;104.634;-146.077;8.25242
0.0023125;-25.3907;304.648;-279.621;24.7116;33.5598;105.016;-146.031;8.1672
0.002325;-26.2248;305.615;-278.83;25.0301;33.1526;105.316;-145.949;8.16249
0.0023375;-26.3455;306.522;-278.134;25.7765;32.5855;105.539;-145.881;8.28727
0.00235;-27.9718;306.759;-277.371;28.1829;32.0516;105.785;-145.749;8.47091
0.0023625;-29.6033;305.999;-277.603;29.9264;31.6082;106.14;-145.521;8.37485
0.002375;-31.1876;305.516;-277.043;31.1949;31.2312;106.677;-145.312;8.02217
0.0023875;-31.8643;305.733;-276.242;31.8683;30.827;107.246;-145.166;7.6224
0.0024;-32.6302;306.295;-275.334;32.8862;30.3746;107.778;-144.956;7.32905
0.0024125;-33.884;306.917;-274.513;33.6849;29.9402;108.324;-144.806;7.09315
0.002425;-34.7496;307.676;-274.175;33.9824;29.4485;108.779;-144.596;6.88267
0.0024375;-35.7883;308.307;-273.335;34.2747;29.0202;109.198;-144.414;6.72587
0.00245;-35.8985;309.126;-272.389;34.828;28.42;109.557;-144.341;6.69573
0.0024625;-36.7326;309.925;-270.94;36.7699;27.7443;109.871;-144.25;6.93258
0.002475;-37.9917;310.172;-270.052;38.2054;27.129;110.217;-144.177;7.23394
0.0024875;-39.3189;310.152;-269.588;38.8475;26.5046;110.59;-144.122;7.3978
0.0025;-40.4101;310.152;-268.806;39.7714;25.9375;111;-144.141;7.47172
0.0025125;-41.218;310.606;-268.053;41.113;25.3101;111.437;-144.15;7.61487
0.002525;-42.2304;311.247;-267.454;42.0839;24.6616;111.833;-144.095;7.77025
0.0025375;-43.1275;312.026;-266.981;42.6007;23.995;112.151;-143.977;7.97273
0.00255;-44.1715;312.756;-266.672;43.0235;23.3374;112.401;-143.835;8.18933
0.0025625;-44.8272;313.476;-266.005;44.0153;22.6467;112.561;-143.699;8.42099
0.002575;-45.719;314.177;-264.953;45.7014;21.9047;112.715;-143.494;8.82876
0.0025875;-46.8732;314.443;-264.151;47.2778;21.1566;112.834;-143.288;9.24878
0.0026;-48.4732;314.344;-263.388;48.5567;20.49;112.997;-143.033;9.6104
0.0026125;-49.6798;313.812;-262.597;48.7812;19.8626;113.307;-142.915;9.77662
0.002625;-50.3303;313.733;-261.438;49.7782;19.1417;113.662;-142.892;9.94566
0.0026375;-51.4425;313.447;-260.52;50.8431;18.4148;114.14;-142.769;10.1632
0.00265;-52.5441;313.141;-260.231;51.6783;17.6546;114.704;-142.687;10.1265
0.0026625;-53.8241;313.545;-259.68;53.0982;16.9458;115.259;-142.509;10.11
0.002675;-54.632;313.92;-259.053;53.8029;16.2038;115.787;-142.345;10.0888
0.0026875;-55.4924;314.749;-258.116;55.2645;15.4075;116.228;-142.145;10.1152
0.0027;-56.7357;315.212;-257.276;56.5434;14.6564;116.638;-141.871;10.2621
0.0027125;-58.0367;315.222;-256.851;57.5926;13.8993;117.025;-141.589;10.2917
0.002725;-59.3692;315.331;-255.885;58.5896;13.2146;117.471;-141.302;10.2814
0.0027375;-60.1299;315.222;-254.891;59.4718;12.4846;117.948;-141.12;10.2225
0.00275;-61.1528;315.439;-253.529;61.2466;11.7125;118.458;-140.905;10.2578
0.0027625;-62.4381;315.508;-252.669;62.1079;10.9765;119.013;-140.719;10.3431
0.002775;-63.7339;315.538;-252.36;62.8022;10.2465;119.564;-140.527;10.199
0.0027875;-64.8618;316.199;-251.289;63.9349;9.57085;120.092;-140.35;10.1321
0.0028;-65.5175;317.047;-250.381;64.932;8.82581;120.497;-140.181;10.2192
0.0028125;-66.6402;317.678;-249.203;66.6233;8.05665;120.856;-139.935;10.3812
0.002825;-68.2559;317.659;-248.411;67.9439;7.37194;121.229;-139.698;10.546
0.0028375;-69.4573;317.402;-247.812;68.5286;6.67516;121.63;-139.516;10.5206
0.00285;-70.4698;317.481;-246.373;69.9328;6.01458;122.08;-139.384;10.5178
0.0028625;-71.4455;317.777;-244.934;71.6606;5.33591;122.522;-139.274;10.635
0.002875;-72.7518;317.856;-243.496;72.7464;4.66025;123.018;-139.188;10.8295
0.0028875;-74.0895;317.501;-242.539;72.903;4.01173;123.559;-139.192;10.9298
0.0029;-75.1545;317.402;-241.265;73.9939;3.36925;124.119;-139.365;10.9674
0.0029125;-76.2771;317.649;-239.527;75.8784;2.7871;124.706;-139.57;11.1873
0.002925;-77.342;317.876;-238.416;77.2669;2.12049;125.27;-139.757;11.4167
0.0029375;-79.068;318.053;-237.45;78.8381;1.57755;125.871;-139.944;11.6201
0.00295;-80.411;317.925;-236.745;79.381;1.1251;126.453;-140.126;11.7232
0.0029625;-81.2293;318.073;-235.422;80.5921;0.561039;127.031;-140.4;11.7971
0.002975;-82.1946;318.329;-233.819;82.1268;0.00603268;127.65;-140.655;12.0815
0.0029875;-83.396;317.915;-233.066;83.2125;-0.570089;128.287;-140.928;12.2529
0.003;-85.1796;317.797;-232.236;84.9195;-1.04667;129.006;-141.188;12.2948
0.0030125;-86.4439;317.747;-231.589;85.7077;-1.49611;129.72;-141.398;12.2807
0.003025;-87.3777;317.964;-230.749;86.5794;-1.98475;130.43;-141.634;12.1719
0.0030375;-88.3377;318.467;-229.58;87.7905;-2.48245;131.099;-141.844;12.171
0.00305;-89.4813;318.753;-228.701;89.3983;-3.00428;131.714;-141.972;12.2087
0.0030625;-91.0184;318.822;-227.668;90.8024;-3.4326;132.346;-142.067;12.2298
0.003075;-92.0099;318.793;-226.953;91.5019;-3.90013;132.933;-142.24;12.1343
0.0030875;-93.1011;319.296;-225.524;93.1358;-4.37068;133.497;-142.395;12.1512
0.0031;-94.4441;319.256;-224.897;94.2372;-4.81408;134.089;-142.45;12.2049
0.0031125;-95.9234;318.99;-224.674;95.3543;-5.2424;134.694;-142.409;11.945
0.003125;-97.2507;319.02;-223.351;96.5445;-5.61341;135.322;-142.418;11.7029
0.0031375;-97.6704;319.227;-222.144;97.0508;-6.12016;135.923;-142.477;11.5358
0.00315;-98.5569;319.838;-220.001;98.4341;-6.645;136.496;-142.582;11.5909
0.0031625;-99.858;320.036;-218.958;99.4364;-7.13365;137.024;-142.719;11.7571
0.003175;-101.248;320.026;-218.089;100.486;-7.6042;137.543;-142.892;11.8065
0.0031875;-102.47;320.164;-216.795;101.984;-8.06871;138.062;-143.102;11.9031
0.0032;-103.535;320.253;-215.858;103.44;-8.54831;138.539;-143.206;11.9784
0.0032125;-105.015;320.184;-214.458;105.241;-8.9706;139.081;-143.316;12.026
0.003225;-106.258;320.292;-213.376;105.956;-9.38384;139.6;-143.439;12.1041
0.0032375;-107.276;320.381;-211.908;106.468;-9.80311;140.096;-143.662;12.1875
0.00325;-108.126;320.825;-210.344;107.83;-10.2706;140.587;-143.967;12.3946
0.0032625;-109.343;321.17;-209.378;109.417;-10.7472;140.987;-144.204;12.6941
0.003275;-111.21;321.357;-209.214;110.952;-11.1424;141.388;-144.268;12.8707
0.0032875;-112.816;321.298;-209.455;111.745;-11.45;141.729;-144.186;12.7567
0.0033;-113.944;321.831;-208.924;113.29;-11.806;141.993;-144.063;12.4855
0.0033125;-114.772;322.906;-207.234;115.013;-12.1679;142.161;-143.817;12.5142
0.003325;-115.764;323.202;-205.486;116.281;-12.545;142.28;-143.667;12.6762
0.0033375;-117.411;323.212;-203.787;117.566;-12.922;142.384;-143.521;12.9159
0.00335;-118.922;322.087;-201.624;117.947;-13.1965;142.63;-143.699;13.1014
0.0033625;-119.934;321.486;-199.857;119.309;-13.5223;143.022;-144.04;13.2375
0.003375;-121.262;320.549;-197.51;121.042;-13.839;143.572;-144.432;13.4894
0.0033875;-122.636;319.7;-196.303;122.311;-14.1165;144.3;-145.029;13.5271
0.0034;-123.937;319.621;-194.738;124.101;-14.4091;145.033;-145.512;13.6015
0.0034125;-125.296;319.69;-193.164;124.936;-14.6323;145.802;-146.136;13.8035
0.003425;-126.135;320.006;-192.865;124.832;-14.9249;146.494;-146.679;13.8595
0.0034375;-127.127;320.795;-191.001;126.57;-15.2235;147.049;-147.335;14.022
0.00345;-128.082;322.393;-189.717;128.627;-15.5492;147.431;-147.831;14.6369
0.0034625;-129.781;322.206;-189.08;129.619;-15.8418;147.781;-148.178;15.128
0.003475;-131.738;321.683;-188.867;131.263;-15.9806;148.182;-148.592;15.1916
0.0034875;-133.034;321.407;-187.679;133.33;-16.1646;148.619;-148.948;15.2961
0.0035;-134.156;321.476;-186.221;134.666;-16.3395;149.106;-149.303;15.4289
0.0035125;-135.317;321.639;-185.185;135.388;-16.5545;149.589;-149.602;15.4711
0.003525;-136.798;321.77;-184.416;135.959;-16.7465;150.039;-149.905;15.5087
0.0035375;-137.659;322.03;-183.682;136.5;-16.9824;150.43;-150.18;15.5478
0.00355;-138.781;322.602;-182.772;138.503;-17.2663;150.771;-150.373;15.5869
0.0035625;-140.252;322.852;-182.517;140.293;-17.4902;151.061;-150.327;15.59
0.003575;-141.916;322.772;-182.726;141.502;-17.7022;151.317;-150.152;15.3248
0.0035875;-143.165;323.423;-182.263;143.011;-17.9021;151.487;-149.836;14.9774
0.0036;-144.036;324.355;-180.675;144.598;-18.118;151.532;-149.528;14.8029
0.0036125;-145.1;325.267;-179.194;145.701;-18.33;151.457;-149.12;14.8608
0.003625;-146.648;324.716;-178.273;146.049;-18.5339;151.427;-148.721;14.8584
0.0036375;-148.264;323.674;-177.403;147.317;-18.6978;151.467;-148.473;14.5282
0.00365;-149.396;323.113;-175.634;149.261;-18.8938;151.667;-148.239;14.2458
0.0036625;-150.548;322.912;-174.39;150.741;-19.1017;151.963;-147.945;13.9429
0.003675;-151.825;322.942;-172.927;151.815;-19.3096;152.238;-147.706;13.6299
0.0036875;-153.045;323.303;-171.689;152.231;-19.5136;152.494;-147.555;13.378
0.0037;-153.567;324.225;-169.796;152.957;-19.7855;152.614;-147.481;13.3115
0.0037125;-154.622;325.087;-167.908;154.785;-20.0934;152.619;-147.449;13.6065
0.003725;-156.112;324.967;-167.213;156.43;-20.3693;152.599;-147.316;13.8115
0.0037375;-158.144;324.666;-166.399;158.21;-20.5252;152.604;-147.137;13.849
0.00375;-159.576;324.335;-165.399;159.091;-20.6612;152.679;-146.972;13.7598
0.0037625;-160.234;324.686;-163.274;160.019;-20.8731;152.704;-146.949;13.7473
0.003775;-161.134;325.247;-161.267;161.19;-21.0811;152.694;-146.899;14.072
0.0037875;-162.102;324.937;-160.431;162.022;-21.405;152.719;-146.912;14.3279
0.0038;-162.973;325.137;-160.018;163.531;-21.8208;152.689;-146.816;14.5611
0.0038125;-163.65;325.327;-159.606;163.851;-22.3446;152.689;-146.454;14.8866
0.003825;-165.189;325.568;-159.046;163.957;-22.7805;152.604;-146.16;14.9515
0.0038375;-166.359;326.149;-157.922;165.699;-23.1524;152.419;-145.857;15.0376
0.00385;-167.55;326.34;-157.571;167.798;-23.6202;152.238;-145.247;15.252
0.0038625;-168.75;325.849;-158.368;168.533;-24.1001;152.058;-144.329;15.0846
0.003875;-169.069;325.398;-158.843;169.094;-24.7598;151.948;-143.25;14.6409
0.0038875;-169.33;325.638;-158.476;170.101;-25.6036;151.817;-141.947;14.2864
0.0039;-169.553;325.738;-158.402;170.526;-26.6432;151.672;-140.41;13.9508
0.0039125;-170.433;325.508;-159.222;170.826;-27.7908;151.562;-138.606;13.3655
0.003925;-171.043;325.578;-159.708;170.555;-29.0064;151.402;-136.513;12.619
0.0039375;-170.772;326.149;-159.595;170.304;-30.5339;151.176;-134.32;11.9257
0.00395;-170.617;327.612;-158.99;170.787;-32.2934;150.751;-131.892;11.4734
